score_win,score_lose,num,label
1,2,20749,0
2,1,20749,1
1,0,24956,1
0,1,24956,0
0,0,16370,1
0,0,16370,0
0,1,62123,0
1,0,62123,1
2,1,11021,1
1,2,11021,0
2,2,18577,1
2,2,18577,0
1,1,20109,1
1,1,20109,0
3,0,16813,1
0,3,16813,0
1,0,23381,1
0,1,23381,0
1,1,11268,1
1,1,11268,0
0,2,15341,0
2,0,15341,1
3,0,31384,1
0,3,31384,0
1,0,46697,1
0,1,46697,0
0,1,14777,0
1,0,14777,1
0,2,37430,0
2,0,37430,1
4,0,13923,1
0,4,13923,0
0,0,20687,1
0,0,20687,0
2,2,14173,1
2,2,14173,0
0,0,18093,1
0,0,18093,0
1,1,24390,1
1,1,24390,0
1,1,26102,1
1,1,26102,0
1,0,61246,1
0,1,61246,0
1,2,19054,0
2,1,19054,1
4,0,28152,1
0,4,28152,0
2,0,11210,1
0,2,11210,0
1,1,21020,1
1,1,21020,0
2,0,12505,1
0,2,12505,0
2,0,18263,1
0,2,18263,0
0,2,54482,0
2,0,54482,1
4,1,16066,1
1,4,16066,0
3,0,25560,1
0,3,25560,0
2,3,35083,0
3,2,35083,1
1,2,25225,0
2,1,25225,1
1,2,14566,0
2,1,14566,1
2,1,14982,1
1,2,14982,0
0,2,18934,0
2,0,18934,1
2,1,13693,1
1,2,13693,0
0,0,13855,1
0,0,13855,0
3,3,19233,1
3,3,19233,0
2,0,17658,1
0,2,17658,0
1,2,10048,0
2,1,10048,1
3,0,46962,1
0,3,46962,0
2,1,22901,1
1,2,22901,0
2,1,8764,1
1,2,8764,0
3,2,10043,1
2,3,10043,0
1,2,17651,0
2,1,17651,1
0,2,14377,0
2,0,14377,1
1,1,8694,1
1,1,8694,0
1,2,9087,0
2,1,9087,1
1,2,15223,0
2,1,15223,1
1,2,7591,0
2,1,7591,1
0,2,22740,0
2,0,22740,1
0,1,8192,0
1,0,8192,1
3,0,11670,1
0,3,11670,0
2,0,6450,1
0,2,6450,0
1,2,27866,0
2,1,27866,1
4,1,17257,1
1,4,17257,0
1,0,20180,1
0,1,20180,0
2,0,19193,1
0,2,19193,0
2,0,16219,1
0,2,16219,0
0,1,14753,0
1,0,14753,1
0,0,9585,1
0,0,9585,0
0,1,8150,0
1,0,8150,1
2,1,15240,1
1,2,15240,0
0,2,14167,0
2,0,14167,1
2,0,20026,1
0,2,20026,0
2,4,11091,0
4,2,11091,1
1,2,22503,0
2,1,22503,1
0,0,16977,1
0,0,16977,0
2,1,14109,1
1,2,14109,0
2,2,13321,1
2,2,13321,0
2,0,54450,1
0,2,54450,0
3,2,12214,1
2,3,12214,0
1,0,27115,1
0,1,27115,0
0,0,17292,1
0,0,17292,0
4,2,22283,1
2,4,22283,0
1,1,11126,1
1,1,11126,0
5,1,8525,1
1,5,8525,0
1,1,19763,1
1,1,19763,0
0,0,50997,1
0,0,50997,0
1,1,11229,1
1,1,11229,0
1,0,14145,1
0,1,14145,0
0,1,13055,0
1,0,13055,1
2,0,11997,1
0,2,11997,0
1,0,16433,1
0,1,16433,0
0,4,19680,0
4,0,19680,1
1,2,13083,0
2,1,13083,1
3,2,14426,1
2,3,14426,0
1,1,11884,1
1,1,11884,0
2,1,19014,1
1,2,19014,0
0,2,11012,0
2,0,11012,1
2,0,11642,1
0,2,11642,0
0,0,35788,1
0,0,35788,0
4,2,48031,1
2,4,48031,0
1,0,20283,1
0,1,20283,0
1,2,15061,0
2,1,15061,1
3,0,20220,1
0,3,20220,0
2,3,10081,0
3,2,10081,1
2,2,10221,1
2,2,10221,0
1,0,12467,1
0,1,12467,0
3,1,19273,1
1,3,19273,0
1,2,34436,0
2,1,34436,1
0,3,12104,0
3,0,12104,1
3,2,21798,1
2,3,21798,0
0,1,14103,0
1,0,14103,1
1,1,20330,1
1,1,20330,0
3,2,20280,1
2,3,20280,0
1,1,23088,1
1,1,23088,0
1,4,13602,0
4,1,13602,1
1,3,16508,0
3,1,16508,1
3,0,9398,1
0,3,9398,0
3,0,36403,1
0,3,36403,0
1,1,27988,1
1,1,27988,0
0,1,30825,0
1,0,30825,1
3,0,52008,1
0,3,52008,0
0,1,20335,0
1,0,20335,1
2,0,16771,1
0,2,16771,0
1,2,6399,0
2,1,6399,1
1,0,10178,1
0,1,10178,0
0,1,17122,0
1,0,17122,1
0,0,7353,1
0,0,7353,0
1,0,33657,1
0,1,33657,0
1,0,16195,1
0,1,16195,0
2,2,20773,1
2,2,20773,0
1,3,16631,0
3,1,16631,1
1,2,10958,0
2,1,10958,1
2,3,57050,0
3,2,57050,1
1,0,10903,1
0,1,10903,0
1,1,20361,1
1,1,20361,0
1,0,11616,1
0,1,11616,0
2,3,14235,0
3,2,14235,1
1,1,9117,1
1,1,9117,0
4,1,11426,1
1,4,11426,0
1,0,15840,1
0,1,15840,0
1,0,8286,1
0,1,8286,0
2,0,6979,1
0,2,6979,0
2,1,17099,1
1,2,17099,0
2,1,40029,1
1,2,40029,0
0,4,18215,0
4,0,18215,1
2,1,36785,1
1,2,36785,0
0,1,27549,0
1,0,27549,1
1,0,18733,1
0,1,18733,0
1,1,27976,1
1,1,27976,0
4,2,14039,1
2,4,14039,0
2,2,10282,1
2,2,10282,0
3,0,10069,1
0,3,10069,0
2,1,37529,1
1,2,37529,0
1,2,18479,0
2,1,18479,1
1,0,9172,1
0,1,9172,0
2,0,49218,1
0,2,49218,0
1,0,10726,1
0,1,10726,0
2,1,17993,1
1,2,17993,0
1,1,12533,1
1,1,12533,0
0,1,14164,0
1,0,14164,1
0,1,8060,0
1,0,8060,1
2,0,28214,1
0,2,28214,0
1,0,11717,1
0,1,11717,0
2,1,20138,1
1,2,20138,0
1,2,11061,0
2,1,11061,1
0,1,12294,0
1,0,12294,1
0,3,12494,0
3,0,12494,1
4,1,16561,1
1,4,16561,0
0,0,9512,1
0,0,9512,0
2,1,15081,1
1,2,15081,0
1,0,9524,1
0,1,9524,0
2,2,30711,1
2,2,30711,0
1,1,27701,1
1,1,27701,0
2,1,8216,1
1,2,8216,0
1,0,7474,1
0,1,7474,0
2,1,14131,1
1,2,14131,0
3,2,35080,1
2,3,35080,0
1,1,12222,1
1,1,12222,0
2,1,11171,1
1,2,11171,0
2,1,19355,1
1,2,19355,0
0,2,34752,0
2,0,34752,1
3,0,17025,1
0,3,17025,0
0,1,15450,0
1,0,15450,1
1,3,51168,0
3,1,51168,1
4,0,9578,1
0,4,9578,0
1,1,14062,1
1,1,14062,0
0,1,17619,0
1,0,17619,1
0,1,9348,0
1,0,9348,1
2,2,9027,1
2,2,9027,0
1,1,28986,1
1,1,28986,0
1,1,21952,1
1,1,21952,0
1,1,11057,1
1,1,11057,0
2,1,35388,1
1,2,35388,0
1,1,36412,1
1,1,36412,0
0,0,8657,1
0,0,8657,0
1,2,9682,0
2,1,9682,1
4,0,9211,1
0,4,9211,0
2,2,18743,1
2,2,18743,0
3,1,16190,1
1,3,16190,0
0,1,12269,0
1,0,12269,1
0,1,14239,0
1,0,14239,1
1,2,11762,0
2,1,11762,1
2,1,24711,1
1,2,24711,0
2,2,46981,1
2,2,46981,0
2,0,8790,1
0,2,8790,0
4,1,21431,1
1,4,21431,0
0,1,37154,0
1,0,37154,1
0,1,38781,0
1,0,38781,1
1,2,12799,0
2,1,12799,1
1,1,10266,1
1,1,10266,0
1,2,16338,0
2,1,16338,1
1,1,18292,1
1,1,18292,0
2,2,14715,1
2,2,14715,0
1,2,19868,0
2,1,19868,1
3,1,45253,1
1,3,45253,0
1,2,18431,0
2,1,18431,1
1,1,15448,1
1,1,15448,0
3,2,14163,1
2,3,14163,0
1,0,8688,1
0,1,8688,0
1,0,18171,1
0,1,18171,0
1,0,9583,1
0,1,9583,0
0,1,14242,0
1,0,14242,1
1,1,26275,1
1,1,26275,0
0,0,8555,1
0,0,8555,0
3,2,10071,1
2,3,10071,0
1,2,13123,0
2,1,13123,1
3,3,7010,1
3,3,7010,0
1,0,6125,1
0,1,6125,0
4,1,10884,1
1,4,10884,0
0,1,8463,0
1,0,8463,1
1,0,21245,1
0,1,21245,0
0,0,45831,1
0,0,45831,0
3,1,15395,1
1,3,15395,0
1,1,17107,1
1,1,17107,0
3,1,20398,1
1,3,20398,0
1,1,22292,1
1,1,22292,0
0,1,19627,0
1,0,19627,1
2,0,13738,1
0,2,13738,0
2,1,36770,1
1,2,36770,0
2,0,15353,1
0,2,15353,0
0,2,8671,0
2,0,8671,1
2,3,9018,0
3,2,9018,1
1,1,10669,1
1,1,10669,0
0,1,20037,0
1,0,20037,1
0,1,7839,0
1,0,7839,1
0,1,20729,0
1,0,20729,1
2,0,12095,1
0,2,12095,0
0,1,11530,0
1,0,11530,1
1,2,14961,0
2,1,14961,1
3,2,9376,1
2,3,9376,0
1,1,21096,1
1,1,21096,0
1,0,15206,1
0,1,15206,0
3,2,32208,1
2,3,32208,0
5,1,23036,1
1,5,23036,0
2,1,15266,1
1,2,15266,0
1,0,18062,1
0,1,18062,0
0,2,7028,0
2,0,7028,1
0,1,13939,0
1,0,13939,1
2,5,24139,0
5,2,24139,1
1,2,8741,0
2,1,8741,1
2,0,15481,1
0,2,15481,0
1,3,30517,0
3,1,30517,1
1,0,14241,1
0,1,14241,0
1,1,19811,1
1,1,19811,0
2,2,16225,1
2,2,16225,0
2,1,10039,1
1,2,10039,0
2,0,6725,1
0,2,6725,0
3,0,20455,1
0,3,20455,0
0,0,19386,1
0,0,19386,0
1,5,30410,0
5,1,30410,1
0,0,34025,1
0,0,34025,0
4,1,18009,1
1,4,18009,0
0,4,9079,0
4,0,9079,1
5,0,10984,1
0,5,10984,0
3,2,16718,1
2,3,16718,0
1,1,14481,1
1,1,14481,0
1,0,22184,1
0,1,22184,0
0,1,47325,0
1,0,47325,1
2,1,20580,1
1,2,20580,0
1,0,10065,1
0,1,10065,0
2,0,18716,1
0,2,18716,0
0,0,16407,1
0,0,16407,0
2,1,16733,1
1,2,16733,0
0,2,8343,0
2,0,8343,1
0,0,26229,1
0,0,26229,0
0,0,30192,1
0,0,30192,0
1,0,13733,1
0,1,13733,0
1,3,10755,0
3,1,10755,1
0,0,11888,1
0,0,11888,0
3,1,19082,1
1,3,19082,0
0,1,40359,0
1,0,40359,1
3,2,33596,1
2,3,33596,0
2,1,12175,1
1,2,12175,0
3,1,16145,1
1,3,16145,0
1,3,18823,0
3,1,18823,1
1,3,13515,0
3,1,13515,1
1,2,28901,0
2,1,28901,1
2,1,9356,1
1,2,9356,0
2,1,10519,1
1,2,10519,0
1,0,24887,1
0,1,24887,0
0,2,8626,0
2,0,8626,1
0,0,21500,1
0,0,21500,0
0,0,23517,1
0,0,23517,0
1,1,13010,1
1,1,13010,0
1,2,54709,0
2,1,54709,1
2,3,18355,0
3,2,18355,1
4,0,21714,1
0,4,21714,0
0,1,31744,0
1,0,31744,1
2,2,35452,1
2,2,35452,0
0,3,16833,0
3,0,16833,1
1,1,9201,1
1,1,9201,0
3,3,14766,1
3,3,14766,0
3,2,20079,1
2,3,20079,0
1,0,19605,1
0,1,19605,0
1,0,29820,1
0,1,29820,0
4,0,17172,1
0,4,17172,0
2,0,31474,1
0,2,31474,0
0,2,10628,0
2,0,10628,1
1,1,11231,1
1,1,11231,0
1,0,35172,1
0,1,35172,0
3,1,19890,1
1,3,19890,0
1,6,53583,0
6,1,53583,1
0,1,26220,0
1,0,26220,1
0,2,24620,0
2,0,24620,1
4,2,17152,1
2,4,17152,0
3,2,34287,1
2,3,34287,0
0,1,16593,0
1,0,16593,1
1,3,17331,0
3,1,17331,1
0,2,17511,0
2,0,17511,1
0,0,28831,1
0,0,28831,0
1,4,27568,0
4,1,27568,1
2,4,23601,0
4,2,23601,1
3,2,25395,1
2,3,25395,0
0,3,17916,0
3,0,17916,1
1,1,17841,1
1,1,17841,0
2,6,12141,0
6,2,12141,1
2,0,37878,1
0,2,37878,0
0,0,11542,1
0,0,11542,0
1,0,16919,1
0,1,16919,0
1,0,16841,1
0,1,16841,0
3,1,50802,1
1,3,50802,0
2,1,15195,1
1,2,15195,0
1,1,8723,1
1,1,8723,0
0,0,19172,1
0,0,19172,0
4,1,16128,1
1,4,16128,0
0,0,12370,1
0,0,12370,0
2,1,37808,1
1,2,37808,0
2,3,20312,0
3,2,20312,1
1,1,9029,1
1,1,9029,0
1,1,18439,1
1,1,18439,0
1,0,20179,1
0,1,20179,0
3,3,18180,1
3,3,18180,0
0,0,16708,1
0,0,16708,0
3,1,13074,1
1,3,13074,0
2,1,14085,1
1,2,14085,0
2,1,17492,1
1,2,17492,0
1,1,14544,1
1,1,14544,0
2,2,15644,1
2,2,15644,0
2,1,17254,1
1,2,17254,0
3,1,20148,1
1,3,20148,0
1,0,45542,1
0,1,45542,0
2,1,32022,1
1,2,32022,0
2,2,8727,1
2,2,8727,0
0,1,8716,0
1,0,8716,1
1,0,9172,1
0,1,9172,0
0,1,10020,0
1,0,10020,1
0,1,18461,0
1,0,18461,1
5,0,12912,1
0,5,12912,0
1,1,14496,1
1,1,14496,0
1,0,10515,1
0,1,10515,0
4,1,11909,1
1,4,11909,0
1,0,17256,1
0,1,17256,0
1,2,32913,0
2,1,32913,1
3,2,11536,1
2,3,11536,0
0,1,32435,0
1,0,32435,1
2,1,10159,1
1,2,10159,0
1,2,10368,0
2,1,10368,1
3,3,30169,1
3,3,30169,0
0,0,18730,1
0,0,18730,0
3,1,16224,1
1,3,16224,0
1,0,41836,1
0,1,41836,0
1,2,27486,0
2,1,27486,1
3,0,22152,1
0,3,22152,0
3,2,13462,1
2,3,13462,0
0,1,15759,0
1,0,15759,1
1,1,9756,1
1,1,9756,0
1,1,16658,1
1,1,16658,0
0,1,15428,0
1,0,15428,1
2,3,6851,0
3,2,6851,1
0,1,17246,0
1,0,17246,1
1,1,13896,1
1,1,13896,0
3,1,20721,1
1,3,20721,0
2,1,12500,1
1,2,12500,0
4,1,16253,1
1,4,16253,0
2,2,34060,1
2,2,34060,0
0,0,12137,1
0,0,12137,0
0,3,11263,0
3,0,11263,1
2,1,9058,1
1,2,9058,0
2,2,30851,1
2,2,30851,0
1,0,28317,1
0,1,28317,0
4,2,16853,1
2,4,16853,0
1,0,14473,1
0,1,14473,0
1,0,12132,1
0,1,12132,0
0,0,11071,1
0,0,11071,0
1,3,19306,0
3,1,19306,1
2,1,28016,1
1,2,28016,0
0,2,17009,0
2,0,17009,1
0,1,10950,0
1,0,10950,1
0,0,14584,1
0,0,14584,0
1,0,50284,1
0,1,50284,0
3,2,18886,1
2,3,18886,0
3,3,40268,1
3,3,40268,0
3,0,7796,1
0,3,7796,0
2,0,11609,1
0,2,11609,0
2,3,32854,0
3,2,32854,1
3,1,10574,1
1,3,10574,0
2,2,15129,1
2,2,15129,0
2,0,15342,1
0,2,15342,0
1,2,18245,0
2,1,18245,1
0,0,18221,1
0,0,18221,0
3,1,9783,1
1,3,9783,0
2,1,14182,1
1,2,14182,0
0,1,17171,0
1,0,17171,1
2,3,51594,0
3,2,51594,1
4,0,18319,1
0,4,18319,0
2,1,19154,1
1,2,19154,0
2,2,10149,1
2,2,10149,0
1,1,16577,1
1,1,16577,0
0,0,53374,1
0,0,53374,0
2,0,16329,1
0,2,16329,0
1,2,10651,0
2,1,10651,1
3,1,9479,1
1,3,9479,0
3,1,13141,1
1,3,13141,0
0,1,20349,0
1,0,20349,1
2,0,28817,1
0,2,28817,0
2,1,5567,1
1,2,5567,0
0,1,29760,0
1,0,29760,1
0,1,16298,0
1,0,16298,1
0,0,6554,1
0,0,6554,0
1,1,14833,1
1,1,14833,0
3,1,6002,1
1,3,6002,0
0,1,19092,0
1,0,19092,1
2,3,27851,0
3,2,27851,1
2,1,15632,1
1,2,15632,0
1,1,32418,1
1,1,32418,0
2,0,19375,1
0,2,19375,0
4,1,17865,1
1,4,17865,0
0,1,12457,0
1,0,12457,1
0,2,18404,0
2,0,18404,1
1,0,21841,1
0,1,21841,0
2,1,9336,1
1,2,9336,0
0,3,10266,0
3,0,10266,1
4,3,14514,1
3,4,14514,0
2,0,40228,1
0,2,40228,0
2,0,11806,1
0,2,11806,0
2,3,10635,0
3,2,10635,1
2,0,18777,1
0,2,18777,0
0,2,13079,0
2,0,13079,1
2,1,28987,1
1,2,28987,0
0,1,10367,0
1,0,10367,1
1,2,25610,0
2,1,25610,1
2,1,35786,1
1,2,35786,0
1,2,20391,0
2,1,20391,1
0,3,9661,0
3,0,9661,1
1,0,15903,1
0,1,15903,0
0,0,10631,1
0,0,10631,0
3,3,16205,1
3,3,16205,0
2,3,20102,0
3,2,20102,1
0,4,9615,0
4,0,9615,1
0,2,14915,0
2,0,14915,1
1,2,19671,0
2,1,19671,1
2,1,24749,1
1,2,24749,0
0,1,13375,0
1,0,13375,1
1,1,22185,1
1,1,22185,0
2,0,17903,1
0,2,17903,0
1,1,12349,1
1,1,12349,0
1,2,13185,0
2,1,13185,1
2,2,36810,1
2,2,36810,0
2,1,44149,1
1,2,44149,0
1,4,18549,0
4,1,18549,1
1,2,8011,0
2,1,8011,1
3,0,24736,1
0,3,24736,0
3,1,10008,1
1,3,10008,0
2,2,14696,1
2,2,14696,0
0,3,10895,0
3,0,10895,1
2,2,20203,1
2,2,20203,0
1,1,17784,1
1,1,17784,0
1,1,22681,1
1,1,22681,0
1,0,24833,1
0,1,24833,0
3,1,10255,1
1,3,10255,0
4,1,11572,1
1,4,11572,0
0,2,11367,0
2,0,11367,1
0,0,27846,1
0,0,27846,0
0,3,44976,0
3,0,44976,1
1,2,15142,0
2,1,15142,1
1,0,15262,1
0,1,15262,0
1,1,18773,1
1,1,18773,0
1,2,8651,0
2,1,8651,1
1,1,37447,1
1,1,37447,0
3,1,9002,1
1,3,9002,0
1,1,15729,1
1,1,15729,0
2,1,21379,1
1,2,21379,0
0,0,30862,1
0,0,30862,0
3,2,11297,1
2,3,11297,0
1,0,22225,1
0,1,22225,0
3,0,19354,1
0,3,19354,0
2,1,17461,1
1,2,17461,0
1,1,16547,1
1,1,16547,0
0,1,45186,0
1,0,45186,1
0,1,8545,0
1,0,8545,1
1,0,8821,1
0,1,8821,0
1,0,25674,1
0,1,25674,0
1,0,20211,1
0,1,20211,0
0,2,18025,0
2,0,18025,1
0,0,13394,1
0,0,13394,0
0,0,17899,1
0,0,17899,0
1,1,11330,1
1,1,11330,0
0,0,24913,1
0,0,24913,0
1,1,20034,1
1,1,20034,0
2,1,10545,1
1,2,10545,0
1,0,11056,1
0,1,11056,0
1,2,32896,0
2,1,32896,1
0,1,10685,0
1,0,10685,1
1,0,17432,1
0,1,17432,0
1,0,10951,1
0,1,10951,0
0,2,13548,0
2,0,13548,1
1,4,38740,0
4,1,38740,1
1,0,11025,1
0,1,11025,0
1,1,10211,1
1,1,10211,0
1,2,35047,0
2,1,35047,1
5,1,20116,1
1,5,20116,0
2,1,27113,1
1,2,27113,0
1,1,22145,1
1,1,22145,0
2,3,18134,0
3,2,18134,1
3,1,24593,1
1,3,24593,0
2,0,17341,1
0,2,17341,0
0,2,14163,0
2,0,14163,1
3,1,11369,1
1,3,11369,0
1,0,12043,1
0,1,12043,0
2,0,18320,1
0,2,18320,0
1,3,18298,0
3,1,18298,1
3,2,19094,1
2,3,19094,0
1,1,13181,1
1,1,13181,0
1,2,10206,0
2,1,10206,1
0,0,8124,1
0,0,8124,0
1,1,20689,1
1,1,20689,0
1,0,13169,1
0,1,13169,0
2,1,8106,1
1,2,8106,0
0,1,14108,0
1,0,14108,1
3,2,12126,1
2,3,12126,0
3,2,17205,1
2,3,17205,0
2,3,9355,0
3,2,9355,1
4,1,41500,1
1,4,41500,0
2,1,17241,1
1,2,17241,0
0,0,24392,1
0,0,24392,0
3,0,13860,1
0,3,13860,0
2,1,28581,1
1,2,28581,0
0,0,23014,1
0,0,23014,0
0,2,10501,0
2,0,10501,1
0,2,22390,0
2,0,22390,1
0,1,12270,0
1,0,12270,1
1,1,10507,1
1,1,10507,0
2,2,12634,1
2,2,12634,0
0,0,15274,1
0,0,15274,0
2,1,18749,1
1,2,18749,0
3,2,21512,1
2,3,21512,0
1,4,17192,0
4,1,17192,1
1,3,9206,0
3,1,9206,1
1,2,14602,0
2,1,14602,1
1,2,14690,0
2,1,14690,1
1,0,17294,1
0,1,17294,0
1,2,45023,0
2,1,45023,1
1,1,18205,1
1,1,18205,0
0,0,8011,1
0,0,8011,0
1,2,8514,0
2,1,8514,1
3,1,38634,1
1,3,38634,0
1,1,11127,1
1,1,11127,0
2,0,19951,1
0,2,19951,0
4,1,17758,1
1,4,17758,0
0,1,19288,0
1,0,19288,1
1,2,13796,0
2,1,13796,1
2,3,22323,0
3,2,22323,1
4,0,28235,1
0,4,28235,0
2,2,22180,1
2,2,22180,0
1,0,10029,1
0,1,10029,0
2,3,37842,0
3,2,37842,1
0,1,39963,0
1,0,39963,1
0,0,14126,1
0,0,14126,0
2,1,22046,1
1,2,22046,0
2,1,18264,1
1,2,18264,0
1,1,13389,1
1,1,13389,0
0,0,20213,1
0,0,20213,0
3,0,18887,1
0,3,18887,0
1,0,11463,1
0,1,11463,0
0,1,9946,0
1,0,9946,1
1,1,14852,1
1,1,14852,0
0,3,43746,0
3,0,43746,1
1,2,19275,0
2,1,19275,1
3,3,15578,1
3,3,15578,0
7,0,18946,1
0,7,18946,0
1,0,10136,1
0,1,10136,0
3,2,18470,1
2,3,18470,0
2,0,20433,1
0,2,20433,0
0,1,40701,0
1,0,40701,1
0,2,11912,0
2,0,11912,1
0,1,10364,0
1,0,10364,1
1,2,16724,0
2,1,16724,1
4,1,20394,1
1,4,20394,0
5,0,10007,1
0,5,10007,0
3,2,43619,1
2,3,43619,0
0,1,28491,0
1,0,28491,1
0,2,20011,0
2,0,20011,1
0,1,14043,0
1,0,14043,1
0,0,10347,1
0,0,10347,0
2,2,11553,1
2,2,11553,0
0,0,13728,1
0,0,13728,0
2,1,14247,1
1,2,14247,0
1,0,20418,1
0,1,20418,0
1,0,22274,1
0,1,22274,0
2,0,15071,1
0,2,15071,0
1,0,18121,1
0,1,18121,0
5,1,35598,1
1,5,35598,0
0,1,14486,0
1,0,14486,1
1,0,28664,1
0,1,28664,0
1,1,11191,1
1,1,11191,0
2,0,30985,1
0,2,30985,0
0,2,13642,0
2,0,13642,1
0,1,53783,0
1,0,53783,1
1,1,33984,1
1,1,33984,0
2,0,20031,1
0,2,20031,0
4,1,19303,1
1,4,19303,0
0,0,12767,1
0,0,12767,0
2,3,10135,0
3,2,10135,1
0,0,17218,1
0,0,17218,0
1,1,15767,1
1,1,15767,0
1,1,22460,1
1,1,22460,0
0,1,10440,0
1,0,10440,1
1,1,11280,1
1,1,11280,0
1,0,29011,1
0,1,29011,0
1,1,16216,1
1,1,16216,0
2,1,22117,1
1,2,22117,0
2,0,35251,1
0,2,35251,0
1,2,18105,0
2,1,18105,1
2,0,19506,1
0,2,19506,0
3,0,8605,1
0,3,8605,0
1,1,28423,1
1,1,28423,0
3,0,18517,1
0,3,18517,0
3,0,32228,1
0,3,32228,0
2,3,25176,0
3,2,25176,1
3,1,17978,1
1,3,17978,0
1,1,15222,1
1,1,15222,0
1,0,50096,1
0,1,50096,0
1,2,9133,0
2,1,9133,1
1,1,37860,1
1,1,37860,0
1,3,8250,0
3,1,8250,1
1,0,15367,1
0,1,15367,0
2,1,8177,1
1,2,8177,0
4,0,35870,1
0,4,35870,0
0,1,11116,0
1,0,11116,1
0,0,16813,1
0,0,16813,0
0,0,20143,1
0,0,20143,0
1,1,19021,1
1,1,19021,0
2,0,12749,1
0,2,12749,0
2,0,10220,1
0,2,10220,0
0,0,17716,1
0,0,17716,0
1,1,15442,1
1,1,15442,0
3,1,22089,1
1,3,22089,0
2,3,7258,0
3,2,7258,1
2,3,16261,0
3,2,16261,1
0,2,10596,0
2,0,10596,1
2,2,17216,1
2,2,17216,0
3,1,8926,1
1,3,8926,0
1,2,27114,0
2,1,27114,1
0,0,24529,1
0,0,24529,0
1,0,7019,1
0,1,7019,0
2,0,17776,1
0,2,17776,0
2,1,36790,1
1,2,36790,0
2,1,23214,1
1,2,23214,0
4,3,10603,1
3,4,10603,0
2,1,22199,1
1,2,22199,0
0,0,10406,1
0,0,10406,0
0,2,10094,0
2,0,10094,1
0,3,14094,0
3,0,14094,1
1,3,10149,0
3,1,10149,1
0,0,15644,1
0,0,15644,0
0,2,32485,0
2,0,32485,1
1,1,30672,1
1,1,30672,0
5,1,17522,1
1,5,17522,0
0,2,10392,0
2,0,10392,1
0,1,12119,0
1,0,12119,1
0,1,14168,0
1,0,14168,1
1,1,10083,1
1,1,10083,0
1,1,19914,1
1,1,19914,0
1,1,18350,1
1,1,18350,0
1,1,7030,1
1,1,7030,0
2,1,9838,1
1,2,9838,0
0,0,17983,1
0,0,17983,0
3,0,46313,1
0,3,46313,0
1,0,9502,1
0,1,9502,0
2,1,15156,1
1,2,15156,0
1,2,8073,0
2,1,8073,1
3,0,17669,1
0,3,17669,0
0,1,37116,0
1,0,37116,1
1,3,43025,0
3,1,43025,1
2,0,17590,1
0,2,17590,0
2,2,24146,1
2,2,24146,0
1,0,9892,1
0,1,9892,0
0,1,13867,0
1,0,13867,1
1,0,27223,1
0,1,27223,0
1,2,12305,0
2,1,12305,1
2,1,13206,1
1,2,13206,0
1,1,13622,1
1,1,13622,0
2,1,38851,1
1,2,38851,0
2,1,32855,1
1,2,32855,0
4,2,19423,1
2,4,19423,0
2,1,9203,1
1,2,9203,0
2,1,19549,1
1,2,19549,0
2,2,11650,1
2,2,11650,0
2,4,14016,0
4,2,14016,1
2,1,55410,1
1,2,55410,0
0,0,26406,1
0,0,26406,0
2,1,21761,1
1,2,21761,0
2,1,12020,1
1,2,12020,0
2,1,41002,1
1,2,41002,0
4,4,20317,1
4,4,20317,0
1,0,9537,1
0,1,9537,0
2,3,48246,0
3,2,48246,1
0,2,15396,0
2,0,15396,1
3,0,13676,1
0,3,13676,0
1,2,17239,0
2,1,17239,1
0,3,11176,0
3,0,11176,1
2,2,28114,1
2,2,28114,0
3,1,35858,1
1,3,35858,0
2,2,13127,1
2,2,13127,0
1,1,24162,1
1,1,24162,0
2,1,17001,1
1,2,17001,0
3,1,14760,1
1,3,14760,0
0,0,10258,1
0,0,10258,0
1,4,34098,0
4,1,34098,1
1,3,13797,0
3,1,13797,1
0,0,17722,1
0,0,17722,0
1,0,9472,1
0,1,9472,0
0,5,5334,0
5,0,5334,1
1,1,9093,1
1,1,9093,0
0,1,11412,0
1,0,11412,1
0,0,19968,1
0,0,19968,0
2,2,25781,1
2,2,25781,0
1,1,34206,1
1,1,34206,0
3,1,20231,1
1,3,20231,0
2,1,26607,1
1,2,26607,0
0,1,11705,0
1,0,11705,1
3,2,20201,1
2,3,20201,0
3,0,23948,1
0,3,23948,0
0,1,37470,0
1,0,37470,1
2,3,14973,0
3,2,14973,1
3,0,19880,1
0,3,19880,0
2,3,17281,0
3,2,17281,1
1,0,39005,1
0,1,39005,0
3,3,17534,1
3,3,17534,0
1,3,12737,0
3,1,12737,1
3,1,10081,1
1,3,10081,0
1,0,17862,1
0,1,17862,0
3,2,13317,1
2,3,13317,0
2,2,10685,1
2,2,10685,0
1,1,12139,1
1,1,12139,0
1,1,9981,1
1,1,9981,0
1,3,16887,0
3,1,16887,1
0,0,12045,1
0,0,12045,0
1,1,26534,1
1,1,26534,0
2,1,7991,1
1,2,7991,0
0,4,10530,0
4,0,10530,1
0,1,40326,0
1,0,40326,1
2,1,36910,1
1,2,36910,0
0,3,10021,0
3,0,10021,1
3,0,16415,1
0,3,16415,0
0,2,29964,0
2,0,29964,1
1,0,11036,1
0,1,11036,0
3,0,16193,1
0,3,16193,0
3,2,16326,1
2,3,16326,0
3,6,13316,0
6,3,13316,1
3,0,7831,1
0,3,7831,0
0,2,6818,0
2,0,6818,1
2,1,19848,1
1,2,19848,0
